usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0531,4109.24,3466.61,1171.85,-529.22,84.36,28.52,-12.88,Nunca,En riesgo,ACTIVO
USR0532,2996.45,1606.54,1078.58,311.33,53.61,36.0,10.39,Media,En observación,ACTIVO
USR0533,4624.47,3454.37,559.69,610.41,74.7,12.1,13.2,Media,En observación,ACTIVO
USR0534,3360.31,1794.04,327.83,1238.44,53.39,9.76,36.86,Alta,Saludable,ACTIVO
USR0535,1752.79,1242.23,414.68,95.88,70.87,23.66,5.47,Baja,En observación,ACTIVO
USR0536,2464.97,1375.85,263.08,826.03,55.82,10.67,33.51,Alta,Saludable,ACTIVO
USR0537,4308.4,3383.81,672.79,251.81,78.54,15.62,5.84,Baja,En observación,ACTIVO
USR0538,2301.86,1543.7,986.0,-227.84,67.06,42.83,-9.9,Nunca,En riesgo,ACTIVO
USR0539,1762.71,1634.35,174.05,-45.68,92.72,9.87,-2.59,Nunca,En riesgo,ACTIVO
USR0540,5408.76,3556.58,427.76,1424.42,65.76,7.91,26.34,Alta,En observación,ACTIVO
USR0541,6460.47,4573.07,1116.92,770.48,70.79,17.29,11.93,Media,En observación,ACTIVO
USR0542,2744.98,1760.04,126.54,858.4,64.12,4.61,31.27,Alta,En observación,ACTIVO
USR0543,2329.69,1244.41,291.41,793.87,53.42,12.51,34.08,Alta,Saludable,ACTIVO
USR0544,2174.49,1051.73,890.43,232.33,48.37,40.95,10.68,Media,En riesgo,ACTIVO
USR0545,5897.86,4005.73,2345.97,-453.84,67.92,39.78,-7.69,Nunca,En observación,ACTIVO
USR0546,4171.22,2509.5,182.69,1479.03,60.16,4.38,35.46,Alta,En observación,ACTIVO
USR0547,2945.72,1611.44,147.46,1186.82,54.7,5.01,40.29,Alta,Saludable,ACTIVO
USR0548,4427.66,2820.41,183.74,1423.51,63.7,4.15,32.15,Alta,En observación,INACTIVO
USR0549,3790.56,2818.69,719.29,252.58,74.36,18.98,6.66,Baja,En observación,ACTIVO
USR0550,3845.27,1750.3,449.16,1645.81,45.52,11.68,42.8,Alta,Saludable,ACTIVO
USR0551,1798.86,598.57,200.07,1000.22,33.28,11.12,55.6,Alta,Saludable,ACTIVO
USR0552,3253.64,2547.95,1131.13,-425.44,78.31,34.77,-13.08,Nunca,En riesgo,ACTIVO
USR0553,3657.43,2157.36,171.27,1328.8,58.99,4.68,36.33,Alta,Saludable,ACTIVO
USR0554,6974.94,3264.98,388.95,3321.01,46.81,5.58,47.61,Alta,Saludable,ACTIVO
USR0555,4489.14,1619.16,203.39,2666.59,36.07,4.53,59.4,Alta,Saludable,ACTIVO
USR0556,5266.52,3385.42,585.86,1295.23,64.28,11.12,24.59,Alta,En observación,ACTIVO
USR0557,1994.65,1151.78,112.01,730.85,57.74,5.62,36.64,Alta,Saludable,INACTIVO
USR0558,2773.78,2398.48,177.89,197.41,86.47,6.41,7.12,Baja,En observación,ACTIVO
USR0559,3086.5,1997.0,460.6,628.9,64.7,14.92,20.38,Alta,En observación,ACTIVO
USR0560,1963.86,1511.88,278.15,173.84,76.98,14.16,8.85,Baja,En observación,ACTIVO
USR0561,1990.37,1039.69,171.5,779.18,52.24,8.62,39.15,Alta,Saludable,ACTIVO
USR0562,3583.03,1875.15,162.78,1545.11,52.33,4.54,43.12,Alta,Saludable,INACTIVO
USR0563,3619.85,2499.29,541.16,579.4,69.04,14.95,16.01,Media,En observación,ACTIVO
USR0564,3504.89,2387.34,718.23,399.32,68.11,20.49,11.39,Media,En observación,ACTIVO
USR0565,4857.58,2462.58,110.41,2284.59,50.7,2.27,47.03,Alta,Saludable,ACTIVO
USR0566,5181.35,4656.9,635.47,-111.01,89.88,12.26,-2.14,Nunca,En riesgo,ACTIVO
USR0567,4678.02,2262.86,297.72,2117.44,48.37,6.36,45.26,Alta,Saludable,ACTIVO
USR0568,4578.19,2884.49,1742.11,-48.4,63.0,38.05,-1.06,Nunca,En observación,ACTIVO
USR0569,4122.59,2819.05,655.42,648.12,68.38,15.9,15.72,Media,En observación,ACTIVO
USR0570,2275.76,1320.04,350.58,605.15,58.0,15.4,26.59,Alta,Saludable,ACTIVO
USR0571,2412.63,1884.96,853.05,-325.38,78.13,35.36,-13.49,Nunca,En riesgo,ACTIVO
USR0572,2112.74,1167.34,309.88,635.52,55.25,14.67,30.08,Alta,Saludable,ACTIVO
USR0573,5096.53,2915.39,763.26,1417.88,57.2,14.98,27.82,Alta,Saludable,ACTIVO
USR0574,3972.64,2367.46,379.36,1225.82,59.59,9.55,30.86,Alta,Saludable,ACTIVO
USR0575,4118.93,2507.39,649.43,962.11,60.87,15.77,23.36,Alta,En observación,ACTIVO
USR0576,3425.6,2629.97,1522.52,-726.89,76.77,44.45,-21.22,Nunca,En riesgo,ACTIVO
USR0577,5524.87,2158.81,627.15,2738.9,39.07,11.35,49.57,Alta,Saludable,ACTIVO
USR0578,6517.52,5093.5,1392.77,31.25,78.15,21.37,0.48,Baja,En riesgo,INACTIVO
USR0579,5916.83,3613.42,557.6,1745.81,61.07,9.42,29.51,Alta,En observación,ACTIVO
USR0580,3570.29,1472.05,84.49,2013.75,41.23,2.37,56.4,Alta,Saludable,ACTIVO
USR0581,3186.08,3213.96,470.04,-497.93,100.88,14.75,-15.63,Nunca,En riesgo,ACTIVO
USR0582,4089.61,2604.44,198.68,1286.49,63.68,4.86,31.46,Alta,En observación,ACTIVO
USR0583,3570.61,2491.97,678.07,400.57,69.79,18.99,11.22,Media,En observación,ELIMINADO
USR0584,4511.79,1667.09,477.36,2367.34,36.95,10.58,52.47,Alta,Saludable,ACTIVO
USR0585,6082.81,3145.77,520.29,2416.75,51.72,8.55,39.73,Alta,Saludable,ACTIVO
USR0586,1991.67,955.01,282.68,753.98,47.95,14.19,37.86,Alta,Saludable,ACTIVO
USR0587,3499.62,3140.33,338.27,21.01,89.73,9.67,0.6,Baja,En riesgo,ACTIVO
USR0588,5184.38,3326.1,1032.39,825.9,64.16,19.91,15.93,Media,En observación,ACTIVO
USR0589,1873.58,1031.2,116.59,725.78,55.04,6.22,38.74,Alta,Saludable,ACTIVO
USR0590,1984.88,1417.85,477.74,89.29,71.43,24.07,4.5,Baja,En observación,ACTIVO
USR0591,3029.29,2061.46,439.92,527.91,68.05,14.52,17.43,Media,En observación,INACTIVO
USR0592,4289.03,3142.49,1524.87,-378.33,73.27,35.55,-8.82,Nunca,En observación,ACTIVO
USR0593,2443.85,2205.44,330.16,-91.75,90.24,13.51,-3.75,Nunca,En riesgo,ACTIVO
USR0594,6717.33,3162.58,651.05,2903.7,47.08,9.69,43.23,Alta,Saludable,ACTIVO
USR0595,2147.16,1442.88,138.56,565.72,67.2,6.45,26.35,Alta,En observación,ACTIVO
USR0596,3409.32,1973.02,248.21,1188.09,57.87,7.28,34.85,Alta,Saludable,ACTIVO
USR0597,4870.77,2808.54,2732.49,-670.26,57.66,56.1,-13.76,Nunca,En riesgo,ACTIVO
USR0598,6004.5,3372.78,1096.53,1535.19,56.17,18.26,25.57,Alta,Saludable,ACTIVO
USR0599,2761.72,1862.6,577.81,321.31,67.44,20.92,11.63,Media,En observación,ACTIVO
USR0600,6626.78,3503.71,573.46,2549.61,52.87,8.65,38.47,Alta,Saludable,INACTIVO
USR0601,4237.72,3374.68,795.62,67.42,79.63,18.77,1.59,Baja,En riesgo,ACTIVO
USR0602,3026.42,1425.86,286.53,1314.04,47.11,9.47,43.42,Alta,Saludable,ACTIVO
USR0603,4390.22,3197.34,1018.96,173.92,72.83,23.21,3.96,Baja,En observación,ACTIVO
USR0604,3537.97,1874.37,425.01,1238.59,52.98,12.01,35.01,Alta,Saludable,ACTIVO
USR0605,1359.27,938.57,259.5,161.19,69.05,19.09,11.86,Media,En observación,ACTIVO
USR0606,4545.21,2092.4,469.55,1983.26,46.04,10.33,43.63,Alta,Saludable,ACTIVO
USR0607,2278.1,1436.31,293.33,548.46,63.05,12.88,24.08,Alta,En observación,ACTIVO
USR0608,1845.06,1325.22,327.28,192.56,71.83,17.74,10.44,Media,En observación,ACTIVO
USR0609,5361.76,3832.3,295.58,1233.88,71.47,5.51,23.01,Alta,En observación,ACTIVO
USR0610,2890.03,1757.11,500.92,631.99,60.8,17.33,21.87,Alta,En observación,ACTIVO
USR0611,6207.9,5682.68,1156.61,-631.39,91.54,18.63,-10.17,Nunca,En riesgo,ACTIVO
USR0612,3038.68,3195.79,97.75,-254.85,105.17,3.22,-8.39,Nunca,En riesgo,ACTIVO
USR0613,4839.3,4374.97,566.43,-102.1,90.4,11.7,-2.11,Nunca,En riesgo,ACTIVO
USR0614,4695.61,2920.53,422.62,1352.46,62.2,9.0,28.8,Alta,En observación,ACTIVO
USR0615,3420.98,983.14,165.18,2272.66,28.74,4.83,66.43,Alta,Saludable,ACTIVO
USR0616,1700.56,1100.84,176.21,423.52,64.73,10.36,24.9,Alta,En observación,ACTIVO
USR0617,4111.91,2772.12,574.74,765.05,67.42,13.98,18.61,Media,En observación,ACTIVO
USR0618,4435.46,3773.41,1946.55,-1284.5,85.07,43.89,-28.96,Nunca,En riesgo,ACTIVO
USR0619,3359.17,2292.05,696.41,370.71,68.23,20.73,11.04,Media,En observación,ACTIVO
USR0620,3726.96,3185.29,442.58,99.1,85.47,11.88,2.66,Baja,En riesgo,ACTIVO
USR0621,2415.25,1351.18,338.62,725.44,55.94,14.02,30.04,Alta,Saludable,ACTIVO
USR0622,2531.47,838.73,68.04,1624.69,33.13,2.69,64.18,Alta,Saludable,ACTIVO
USR0623,3208.55,2463.42,858.14,-113.01,76.78,26.75,-3.52,Nunca,En riesgo,ACTIVO
USR0624,4239.86,1689.7,512.19,2037.96,39.85,12.08,48.07,Alta,Saludable,ACTIVO
USR0625,1583.63,682.3,179.04,722.29,43.08,11.31,45.61,Alta,Saludable,INACTIVO
USR0626,4452.59,2988.59,515.76,948.24,67.12,11.58,21.3,Alta,En observación,ACTIVO
USR0627,4390.51,2576.56,568.28,1245.67,58.68,12.94,28.37,Alta,Saludable,ACTIVO
USR0628,3987.91,2660.12,800.14,527.65,66.7,20.06,13.23,Media,En observación,ACTIVO
USR0629,4300.68,2839.35,626.3,835.03,66.02,14.56,19.42,Media,En observación,ACTIVO
USR0630,1775.25,1438.22,763.99,-426.96,81.02,43.04,-24.05,Nunca,En riesgo,ACTIVO
USR0631,2816.38,1575.07,1137.18,104.13,55.93,40.38,3.7,Baja,En riesgo,ACTIVO
USR0632,4656.15,2424.14,469.66,1762.35,52.06,10.09,37.85,Alta,Saludable,ACTIVO
USR0633,3888.28,2002.49,230.74,1655.05,51.5,5.93,42.57,Alta,Saludable,ACTIVO
USR0634,5001.74,4010.36,1332.38,-341.0,80.18,26.64,-6.82,Nunca,En riesgo,ACTIVO
USR0635,5402.28,3936.18,1205.3,260.8,72.86,22.31,4.83,Baja,En observación,ACTIVO
USR0636,2517.12,1341.83,368.22,807.07,53.31,14.63,32.06,Alta,Saludable,ELIMINADO
USR0637,2668.68,1767.94,157.44,743.31,66.25,5.9,27.85,Alta,En observación,ACTIVO
USR0638,4789.48,2856.92,574.47,1358.09,59.65,11.99,28.36,Alta,Saludable,ACTIVO
USR0639,2519.52,2200.97,649.9,-331.34,87.36,25.79,-13.15,Nunca,En riesgo,ACTIVO
USR0640,1720.58,873.62,905.29,-58.34,50.78,52.62,-3.39,Nunca,En riesgo,ACTIVO
USR0641,6537.2,5694.23,1072.56,-229.58,87.1,16.41,-3.51,Nunca,En riesgo,ACTIVO
USR0642,4975.31,4640.89,604.06,-269.64,93.28,12.14,-5.42,Nunca,En riesgo,ACTIVO
USR0643,5693.12,3121.31,255.27,2316.55,54.83,4.48,40.69,Alta,Saludable,ELIMINADO
USR0644,3601.42,2463.04,146.52,991.86,68.39,4.07,27.54,Alta,En observación,ACTIVO
USR0645,2069.39,924.97,156.45,987.97,44.7,7.56,47.74,Alta,Saludable,ACTIVO
USR0646,3066.39,1851.04,124.3,1091.05,60.37,4.05,35.58,Alta,En observación,ACTIVO
USR0647,5327.89,3553.89,696.13,1077.87,66.7,13.07,20.23,Alta,En observación,ACTIVO
USR0648,4612.23,3885.73,1618.92,-892.42,84.25,35.1,-19.35,Nunca,En riesgo,ACTIVO
USR0649,3256.92,1759.75,508.95,988.22,54.03,15.63,30.34,Alta,Saludable,ACTIVO
USR0650,2469.88,1361.36,417.76,690.76,55.12,16.91,27.97,Alta,Saludable,ACTIVO
USR0651,6084.09,4031.63,692.9,1359.56,66.27,11.39,22.35,Alta,En observación,ACTIVO
USR0652,6346.91,3216.75,715.36,2414.8,50.68,11.27,38.05,Alta,Saludable,ACTIVO
USR0653,5700.36,3415.29,1124.42,1160.66,59.91,19.73,20.36,Alta,Saludable,INACTIVO
USR0654,2231.65,1732.47,298.08,201.1,77.63,13.36,9.01,Baja,En observación,ACTIVO
USR0655,2263.65,1547.74,270.71,445.2,68.37,11.96,19.67,Media,En observación,ACTIVO
USR0656,2394.18,1682.23,847.16,-135.21,70.26,35.38,-5.65,Nunca,En observación,ACTIVO
USR0657,2514.61,1886.34,408.56,219.71,75.02,16.25,8.74,Baja,En observación,ACTIVO
USR0658,5430.96,2571.67,523.69,2335.61,47.35,9.64,43.01,Alta,Saludable,ACTIVO
USR0659,1828.12,1215.21,497.57,115.34,66.47,27.22,6.31,Baja,En observación,INACTIVO
USR0660,3306.69,2452.72,512.27,341.7,74.17,15.49,10.33,Media,En observación,ACTIVO
USR0661,2655.46,1824.02,618.7,212.74,68.69,23.3,8.01,Baja,En observación,ACTIVO
USR0662,2817.07,1993.3,472.78,350.99,70.76,16.78,12.46,Media,En observación,ACTIVO
USR0663,6532.31,3604.88,799.41,2128.02,55.19,12.24,32.58,Alta,Saludable,ACTIVO
USR0664,5311.81,3747.81,347.52,1216.48,70.56,6.54,22.9,Alta,En observación,ELIMINADO
USR0665,3881.26,1654.74,232.34,1994.18,42.63,5.99,51.38,Alta,Saludable,ACTIVO
USR0666,4374.11,2397.16,1845.29,131.65,54.8,42.19,3.01,Baja,En riesgo,ACTIVO
USR0667,3731.86,2374.03,1974.13,-616.3,63.62,52.9,-16.51,Nunca,En riesgo,ACTIVO
USR0668,4083.75,3360.11,1219.07,-495.43,82.28,29.85,-12.13,Nunca,En riesgo,ACTIVO
USR0669,4871.85,3238.75,488.68,1144.42,66.48,10.03,23.49,Alta,En observación,ACTIVO
USR0670,6269.19,2452.94,328.0,3488.25,39.13,5.23,55.64,Alta,Saludable,ACTIVO
USR0671,4820.14,3218.03,398.03,1204.08,66.76,8.26,24.98,Alta,En observación,ACTIVO
USR0672,1420.2,1038.22,364.12,17.86,73.1,25.64,1.26,Baja,En observación,ACTIVO
USR0673,2612.43,2132.56,727.3,-247.43,81.63,27.84,-9.47,Nunca,En riesgo,ACTIVO
USR0674,2801.99,2331.86,1182.22,-712.09,83.22,42.19,-25.41,Nunca,En riesgo,ACTIVO
USR0675,2742.66,2629.8,91.36,21.5,95.89,3.33,0.78,Baja,En riesgo,ACTIVO
USR0676,2438.99,1883.58,639.93,-84.52,77.23,26.24,-3.47,Nunca,En riesgo,ACTIVO
USR0677,4983.65,4020.99,2049.1,-1086.44,80.68,41.12,-21.8,Nunca,En riesgo,ACTIVO
USR0678,5303.08,2062.34,684.43,2556.31,38.89,12.91,48.2,Alta,Saludable,ACTIVO
USR0679,4615.04,3241.62,802.48,570.94,70.24,17.39,12.37,Media,En observación,ACTIVO
USR0680,5256.69,2918.36,142.51,2195.82,55.52,2.71,41.77,Alta,Saludable,ACTIVO
USR0681,5718.59,4011.43,2263.32,-556.17,70.15,39.58,-9.73,Nunca,En observación,ACTIVO
USR0682,2730.64,2145.11,538.39,47.14,78.56,19.72,1.73,Baja,En riesgo,ELIMINADO
USR0683,1523.52,1365.87,144.93,12.72,89.65,9.51,0.83,Baja,En riesgo,ACTIVO
USR0684,5411.84,3598.51,1131.72,681.6,66.49,20.91,12.59,Media,En observación,ACTIVO
USR0685,3255.6,1750.35,193.94,1311.31,53.76,5.96,40.28,Alta,Saludable,ACTIVO
USR0686,4364.75,3071.06,305.77,987.92,70.36,7.01,22.63,Alta,En observación,ACTIVO
USR0687,3322.34,2746.28,549.01,27.05,82.66,16.52,0.81,Baja,En riesgo,ACTIVO
USR0688,4576.36,3174.96,564.33,837.07,69.38,12.33,18.29,Media,En observación,ACTIVO
USR0689,2969.84,1662.16,336.87,970.81,55.97,11.34,32.69,Alta,Saludable,ACTIVO
USR0690,4959.58,3402.86,750.77,805.95,68.61,15.14,16.25,Media,En observación,ACTIVO
USR0691,3918.36,1116.19,276.13,2526.04,28.49,7.05,64.47,Alta,Saludable,INACTIVO
USR0692,6258.72,4671.49,1255.46,331.77,74.64,20.06,5.3,Baja,En observación,ACTIVO
USR0693,3467.69,1330.99,279.21,1857.49,38.38,8.05,53.57,Alta,Saludable,INACTIVO
USR0694,4243.36,2763.81,565.84,913.71,65.13,13.33,21.53,Alta,En observación,ACTIVO
USR0695,6485.19,3766.43,969.1,1749.66,58.08,14.94,26.98,Alta,Saludable,ACTIVO
USR0696,1395.29,1114.85,620.66,-340.22,79.9,44.48,-24.38,Nunca,En riesgo,ACTIVO
USR0697,2809.35,1557.54,256.49,995.32,55.44,9.13,35.43,Alta,Saludable,ACTIVO
USR0698,3843.84,3408.68,420.43,14.73,88.68,10.94,0.38,Baja,En riesgo,ACTIVO
USR0699,2780.33,2072.97,341.69,365.67,74.56,12.29,13.15,Media,En observación,ACTIVO
USR0700,4131.91,2394.56,585.94,1151.41,57.95,14.18,27.87,Alta,Saludable,ACTIVO
USR0701,2386.0,1828.6,507.78,49.62,76.64,21.28,2.08,Baja,En riesgo,INACTIVO
USR0702,1514.43,868.86,297.59,347.97,57.37,19.65,22.98,Alta,Saludable,ACTIVO
USR0703,4259.53,3432.83,1538.63,-711.93,80.59,36.12,-16.71,Nunca,En riesgo,ACTIVO
USR0704,3721.97,1526.54,366.21,1829.22,41.01,9.84,49.15,Alta,Saludable,ACTIVO
USR0705,4529.06,3390.55,670.48,468.04,74.86,14.8,10.33,Media,En observación,ACTIVO
USR0706,4946.32,3315.9,950.46,679.96,67.04,19.22,13.75,Media,En observación,ACTIVO
USR0707,4472.26,2517.33,1747.32,207.61,56.29,39.07,4.64,Baja,En observación,ACTIVO
USR0708,3247.61,2845.95,301.67,99.99,87.63,9.29,3.08,Baja,En riesgo,ACTIVO
USR0709,1899.4,1488.04,899.16,-487.8,78.34,47.34,-25.68,Nunca,En riesgo,ACTIVO
USR0710,1423.45,1153.25,568.49,-298.29,81.02,39.94,-20.96,Nunca,En riesgo,ACTIVO
USR0711,6707.6,2662.09,454.05,3591.46,39.69,6.77,53.54,Alta,Saludable,ACTIVO
USR0712,5081.37,2922.11,585.14,1574.12,57.51,11.52,30.98,Alta,Saludable,ACTIVO
USR0713,2055.18,1586.03,212.42,256.73,77.17,10.34,12.49,Media,En observación,ACTIVO
USR0714,5352.25,3633.54,205.94,1512.77,67.89,3.85,28.26,Alta,En observación,ACTIVO
USR0715,6784.88,5180.37,1663.72,-59.21,76.35,24.52,-0.87,Nunca,En riesgo,ACTIVO
USR0716,5112.89,3048.34,858.48,1206.07,59.62,16.79,23.59,Alta,Saludable,ACTIVO
USR0717,5890.96,3703.84,1145.18,1041.94,62.87,19.44,17.69,Media,En observación,ACTIVO
USR0718,3220.02,1866.6,1226.75,126.66,57.97,38.1,3.93,Baja,En observación,ACTIVO
USR0719,5003.71,2790.5,440.72,1772.5,55.77,8.81,35.42,Alta,Saludable,ACTIVO
USR0720,1925.12,1443.73,427.17,54.21,74.99,22.19,2.82,Baja,En observación,ACTIVO
USR0721,4415.84,2363.67,626.01,1426.16,53.53,14.18,32.3,Alta,Saludable,ACTIVO
USR0722,5937.19,3842.12,290.92,1804.16,64.71,4.9,30.39,Alta,En observación,ACTIVO
USR0723,4448.19,4579.96,305.11,-436.88,102.96,6.86,-9.82,Nunca,En riesgo,ACTIVO
USR0724,3161.61,2154.97,430.79,575.86,68.16,13.63,18.21,Media,En observación,ACTIVO
USR0725,2471.19,1264.55,41.87,1164.77,51.17,1.69,47.13,Alta,Saludable,ACTIVO
USR0726,1829.92,1468.69,371.57,-10.34,80.26,20.31,-0.56,Nunca,En riesgo,INACTIVO
USR0727,1515.3,776.77,177.66,560.87,51.26,11.72,37.01,Alta,Saludable,ACTIVO
USR0728,4985.69,2699.04,834.34,1452.3,54.14,16.73,29.13,Alta,Saludable,ACTIVO
USR0729,4542.34,3212.03,1043.44,286.87,70.71,22.97,6.32,Baja,En observación,ACTIVO
USR0730,5272.65,3030.34,536.13,1706.18,57.47,10.17,32.36,Alta,Saludable,ACTIVO
USR0731,1621.38,1247.46,632.68,-258.76,76.94,39.02,-15.96,Nunca,En riesgo,ACTIVO
USR0732,5634.06,2359.02,271.26,3003.78,41.87,4.81,53.31,Alta,Saludable,ACTIVO
USR0733,1772.13,1295.9,517.2,-40.97,73.13,29.19,-2.31,Nunca,En observación,ACTIVO
USR0734,6921.93,6956.09,687.04,-721.2,100.49,9.93,-10.42,Nunca,En riesgo,ACTIVO
USR0735,3531.27,2868.89,1456.79,-794.41,81.24,41.25,-22.5,Nunca,En riesgo,ACTIVO
USR0736,6736.96,4932.21,1331.49,473.26,73.21,19.76,7.02,Baja,En observación,ACTIVO
USR0737,4013.51,3333.32,2088.34,-1408.16,83.05,52.03,-35.09,Nunca,En riesgo,ACTIVO
USR0738,3582.63,2337.8,1277.21,-32.38,65.25,35.65,-0.9,Nunca,En observación,ACTIVO
USR0739,3875.03,2361.64,2122.16,-608.77,60.95,54.76,-15.71,Nunca,En riesgo,ACTIVO
USR0740,4044.85,2172.99,516.56,1355.3,53.72,12.77,33.51,Alta,Saludable,ACTIVO
USR0741,3660.6,2309.54,1730.73,-379.67,63.09,47.28,-10.37,Nunca,En riesgo,ACTIVO
USR0742,5584.13,5235.64,650.26,-301.77,93.76,11.64,-5.4,Nunca,En riesgo,ACTIVO
USR0743,3977.73,3113.94,543.07,320.73,78.28,13.65,8.06,Baja,En observación,ACTIVO
USR0744,3268.36,2833.58,220.93,213.85,86.7,6.76,6.54,Baja,En observación,ACTIVO
USR0745,5881.8,5090.29,1083.85,-292.34,86.54,18.43,-4.97,Nunca,En riesgo,ACTIVO
USR0746,1884.49,1400.4,620.23,-136.14,74.31,32.91,-7.22,Nunca,En observación,ACTIVO
USR0747,4812.72,1908.05,577.1,2327.57,39.65,11.99,48.36,Alta,Saludable,ACTIVO
USR0748,1587.19,1220.06,237.99,129.14,76.87,14.99,8.14,Baja,En observación,INACTIVO
USR0749,5714.24,2691.17,659.1,2363.97,47.1,11.53,41.37,Alta,Saludable,ACTIVO
USR0750,4724.99,3955.75,331.1,438.14,83.72,7.01,9.27,Baja,En observación,ACTIVO
USR0751,2319.65,1353.26,233.23,733.16,58.34,10.05,31.61,Alta,Saludable,ACTIVO
USR0752,4392.35,1679.67,200.23,2512.45,38.24,4.56,57.2,Alta,Saludable,ACTIVO
USR0753,2286.03,1600.91,332.49,352.63,70.03,14.54,15.43,Media,En observación,ACTIVO
USR0754,5467.67,5017.19,550.3,-99.81,91.76,10.06,-1.83,Nunca,En riesgo,ACTIVO
USR0755,4415.42,2856.47,275.94,1283.01,64.69,6.25,29.06,Alta,En observación,ACTIVO
USR0756,6776.78,2364.92,370.13,4041.73,34.9,5.46,59.64,Alta,Saludable,ACTIVO
USR0757,5216.11,2497.32,403.47,2315.31,47.88,7.74,44.39,Alta,Saludable,ACTIVO
USR0758,5081.41,3633.61,580.72,867.08,71.51,11.43,17.06,Media,En observación,ACTIVO
USR0759,3475.91,2373.73,608.51,493.66,68.29,17.51,14.2,Media,En observación,ACTIVO
USR0760,3350.02,2758.45,999.01,-407.44,82.34,29.82,-12.16,Nunca,En riesgo,ACTIVO
USR0761,5847.47,4985.96,543.39,318.12,85.27,9.29,5.44,Baja,En observación,ACTIVO
USR0762,5793.23,2989.55,107.57,2696.12,51.6,1.86,46.54,Alta,Saludable,ACTIVO
USR0763,3596.59,2086.59,446.52,1063.48,58.02,12.42,29.57,Alta,Saludable,ACTIVO
USR0764,4373.93,3527.35,468.21,378.37,80.64,10.7,8.65,Baja,En observación,ACTIVO
USR0765,2052.05,1545.18,432.62,74.24,75.3,21.08,3.62,Baja,En riesgo,ACTIVO
USR0766,1915.97,1483.01,390.19,42.77,77.4,20.37,2.23,Baja,En riesgo,ACTIVO
USR0767,3626.61,2405.33,702.64,518.64,66.32,19.37,14.3,Media,En observación,ACTIVO
USR0768,4243.76,2241.34,118.95,1883.47,52.81,2.8,44.38,Alta,Saludable,ACTIVO
USR0769,3365.9,2688.5,911.07,-233.67,79.87,27.07,-6.94,Nunca,En riesgo,ACTIVO
USR0770,3051.89,1356.37,233.61,1461.91,44.44,7.65,47.9,Alta,Saludable,ACTIVO
USR0771,7161.21,5697.75,1471.36,-7.9,79.56,20.55,-0.11,Nunca,En riesgo,ACTIVO
USR0772,4016.87,2915.27,776.0,325.6,72.58,19.32,8.11,Baja,En observación,ACTIVO
USR0773,4229.0,2429.17,347.62,1452.21,57.44,8.22,34.34,Alta,Saludable,ACTIVO
USR0774,5725.36,3224.44,726.27,1774.65,56.32,12.69,31.0,Alta,Saludable,ACTIVO
USR0775,5313.4,3586.25,587.36,1139.79,67.49,11.05,21.45,Alta,En observación,ACTIVO
USR0776,6102.85,5532.12,1529.46,-958.73,90.65,25.06,-15.71,Nunca,En riesgo,INACTIVO
USR0777,4499.08,2886.94,625.21,986.93,64.17,13.9,21.94,Alta,En observación,ACTIVO
USR0778,2033.55,1647.54,204.77,181.25,81.02,10.07,8.91,Baja,En observación,ACTIVO
USR0779,3031.17,2102.23,354.21,574.73,69.35,11.69,18.96,Media,En observación,ACTIVO
USR0780,3255.69,2438.23,498.83,318.64,74.89,15.32,9.79,Baja,En observación,ACTIVO
USR0781,2769.52,981.54,376.79,1411.19,35.44,13.6,50.95,Alta,Saludable,ACTIVO
USR0782,3566.59,2351.92,364.11,850.56,65.94,10.21,23.85,Alta,En observación,ACTIVO
USR0783,4303.77,3590.04,1585.49,-871.76,83.42,36.84,-20.26,Nunca,En riesgo,ACTIVO
USR0784,3896.62,2585.89,752.43,558.3,66.36,19.31,14.33,Media,En observación,ACTIVO
USR0785,4416.03,2564.29,2179.86,-328.12,58.07,49.36,-7.43,Nunca,En riesgo,ACTIVO
USR0786,7118.68,6492.49,1659.4,-1033.21,91.2,23.31,-14.51,Nunca,En riesgo,ACTIVO
USR0787,5063.53,3492.47,1117.98,453.09,68.97,22.08,8.95,Baja,En observación,ACTIVO
USR0788,4869.55,3196.45,836.44,836.65,65.64,17.18,17.18,Media,En observación,ACTIVO
USR0789,5335.31,3844.81,957.18,533.32,72.06,17.94,10.0,Baja,En observación,ACTIVO
USR0790,4930.58,4094.25,651.66,184.67,83.04,13.22,3.75,Baja,En riesgo,ACTIVO
USR0791,4162.33,2970.74,510.52,681.07,71.37,12.27,16.36,Media,En observación,ACTIVO
USR0792,1774.06,1366.54,234.49,173.03,77.03,13.22,9.75,Baja,En observación,ACTIVO
USR0793,2966.94,2337.05,637.63,-7.75,78.77,21.49,-0.26,Nunca,En riesgo,ACTIVO
USR0794,4660.52,3574.13,1796.5,-710.11,76.69,38.55,-15.24,Nunca,En riesgo,INACTIVO
USR0795,3689.17,2765.43,1237.41,-313.68,74.96,33.54,-8.5,Nunca,En observación,ACTIVO
USR0796,4538.12,3426.84,756.24,355.04,75.51,16.66,7.82,Baja,En observación,ACTIVO
USR0797,2841.54,2205.92,547.97,87.65,77.63,19.28,3.08,Baja,En riesgo,ACTIVO
